VIN,Mileage,Oil Life,Average MPG,Brake Fluid Level,Brake Fluid Pressure,Oil Pressure
2G1378S30G9744758,16113,62,20,Full,Good,Good
1GKS2AKC3GR136200,16565,89,21,Acceptable,Good,Good
1FAHP2F36GG731226,14083,70,32,Full,Good,Good
1FAHP2F85GG248190,6063,48,34,Full,Good,Good
2G1378S30G9760806,24928,36,31,Full,Good,Good
2G1145S30G9435499,11573,67,24,Full,Good,Good
1HAS4AKC3GR933253,23374,36,22,Full,Good,Good
1FAHP1F85GG546264,19345,0,33,Full,Good,Good
1GKS2AKC3GR648399,20776,68,24,Acceptable,Good,Good
1FAHP2F36GG318880,25844,37,33,Full,Good,Good
2G1145S30G9743179,9602,42,31,Full,Good,Good
1HAS4AKC3GR797669,16908,82,20,Full,Good,Good
1GKS2AKC3GR498467,19799,49,27,Full,Good,Good
1HAS4AKC3GR525365,16333,34,32,Full,Acceptable,Good
1HAS4AKC3GR663812,15430,72,21,Full,Good,Good
1FAHP2F85GG561738,8207,44,22,Full,Good,Good
2G1378S30G9745043,29022,75,31,Full,Good,Good
2G1145S30G9313453,22308,30,29,Full,Good,Good
2G1355S30G9496824,22332,43,20,Full,Good,Good
1FAHP2F85GG163171,28107,50,27,Full,Good,Good
2G1378S30G9442867,28298,38,31,Full,Good,Good
1HAS4AKC3GR752003,12740,88,25,Full,Good,Good
1FAHP2F85GG970243,12247,99,36,Full,Good,Good
1FAHP2F85GG816637,16731,88,32,Full,Good,Good
1HAS4AKC3GR765003,20182,63,27,Full,Good,Good
1FAHP2F85GG821188,12518,58,33,Full,Good,Good
2G1145S30G9842731,28024,83,28,Full,Good,Good
1HAS4AKC3GR342690,24526,53,21,Full,Good,Good
2G1355S30G9681134,18602,56,32,Full,Good,Good
1FAHP2F36GG684107,10840,39,34,Full,Good,Good
1FAHP2F85GG189469,29812,33,36,Full,Good,Good
2G1355S30G9478256,6844,24,31,Full,Good,Good
1GKS2AKC3GR571772,10362,62,23,Full,Good,Good
1FAHP2F85GG382879,21724,65,24,Full,Good,Good
2G1145S30G9706562,18114,82,21,Full,Good,Good
1HAS4AKC3GR969011,6885,96,22,Full,Good,Good
2G1355S30G9481391,6710,52,24,Full,Good,Good
2G1145S30G9395470,8949,79,31,Acceptable,Good,Good
2G1378S30G9576191,13960,47,25,Acceptable,Good,Good
1FAHP2F36GG188070,10387,52,32,Full,Good,Good
1FAHP2F36GG634930,19714,59,26,Full,Good,Good
1FAHP2F85GG438914,10432,91,27,Full,Good,Good
1GKS2AKC3GR404705,19353,65,25,Full,Low,Good
1GKS2AKC3GR893658,16465,75,21,Full,Good,Good
1FAHP2F36GG684813,13536,77,27,Full,Good,Good
2G1378S30G9625679,23435,47,28,Full,Good,Good
1GKS2AKC3GR942926,23424,36,32,Full,Good,Good
1FAHP1F85GG147774,10168,98,33,Full,Good,Good
2G1355S30G9912792,14356,93,22,Full,Good,Good
1FAHP2F85GG962121,16512,99,21,Full,Good,Good
2G1378S30G9744155,28017,94,34,Full,Good,Good
2G1355S30G9646381,8220,56,31,Full,Good,Good
2G1145S30G9898964,21265,49,27,Full,Good,Good
1FAHP2F85GG770043,22760,93,35,Full,Good,Good
1FAHP2F36GG310936,27814,66,26,Full,Good,Good
1FAHP2F85GG439970,13134,94,35,Full,Good,Good
2G1145S30G9385707,13226,30,31,Full,Good,Good
2G1355S30G9939253,13223,62,36,Full,Good,Good
1FAHP2F36GG330180,18796,44,32,Full,Good,Good
1FAHP2F36GG397430,22617,60,32,Full,Good,Good
1FAHP2F85GG372857,15295,50,33,Full,Good,Good
2G1145S30G9881833,11942,93,24,Full,Good,Good
1GKS2AKC3GR300022,29779,65,29,Full,Good,Good
1GKS2AKC3GR397599,8605,79,27,Full,Good,Good
1HAS4AKC3GR346046,26547,67,30,Full,Good,Good
1HAS4AKC3GR270082,29133,53,32,Full,Good,Good
2G1145S30G9479476,15447,82,31,Full,Good,Good
1GKS2AKC3GR556912,10052,79,33,Full,Good,Good
1GKS2AKC3GR457757,22620,66,26,Full,Good,Good
1GKS2AKC3GR390280,20818,77,36,Full,Good,Good
1GKS2AKC3GR126357,21356,74,22,Full,Good,Good
1HAS4AKC3GR920826,13010,48,31,Full,Good,Good
1FAHP1F85GG778208,11045,37,28,Full,Good,Good
1FAHP2F85GG648495,14309,67,36,Full,Good,Good
1GKS2AKC3GR944422,20753,59,27,Full,Good,Good
2G1378S30G9768518,23063,70,25,Full,Good,Good
1GKS2AKC3GR525198,11093,76,31,Full,Good,Good
2G1145S30G9180952,27217,35,32,Full,Good,Good
2G1145S30G9156616,10830,44,32,Full,Good,Good
1HAS4AKC3GR509631,18970,50,25,Full,Good,Good
1FAHP2F85GG391106,10176,57,22,Full,Good,Good
1FAHP2F36GG118963,14519,92,34,Full,Good,Good
1GKS2AKC3GR172473,23354,49,25,Full,Good,Good
2G1145S30G9757137,20816,38,26,Full,Good,Good
2G1378S30G9782356,9835,99,26,Full,Good,Good
2G1145S30G9533255,29889,79,28,Full,Good,Good
2G1145S30G9279461,25337,68,27,Acceptable,Good,Good
1FAHP2F85GG965521,11482,68,32,Full,Good,Good
1FAHP2F85GG652570,19929,86,32,Full,Good,Good
2G1145S30G9966639,17147,62,26,Full,Good,Good
1FAHP1F85GG741922,29548,78,36,Full,Good,Good
2G1378S30G9852556,8395,95,21,Acceptable,Good,Good
2G1378S30G9345099,29659,55,32,Full,Good,Good
1GKS2AKC3GR659558,11548,46,31,Full,Good,Good
1FAHP2F85GG170733,17056,98,32,Full,Good,Good
1GKS2AKC3GR938541,10319,58,24,Full,Good,Good
2G1378S30G9958488,12406,60,23,Full,Good,Good
1FAHP2F85GG692282,25252,98,22,Full,Good,Good
1HAS4AKC3GR134029,18161,42,28,Full,Acceptable,Good
1FAHP1F85GG966631,25262,71,31,Full,Good,Low
2G1378S30G9720398,18080,78,27,Full,Good,Good
1FAHP2F85GG115090,28938,64,27,Full,Good,Good
1FAHP2F36GG689719,9930,84,36,Full,Good,Good
2G1145S30G9538084,16769,41,20,Full,Good,Good
1FAHP1F85GG344542,10882,41,29,Full,Good,Good
2G1355S30G9315194,7421,36,22,Full,Good,Good
1GKS2AKC3GR649034,26730,60,28,Full,Good,Good
2G1355S30G9999539,23067,66,35,Full,Good,Good
2G1378S30G9332735,7964,49,26,Full,Good,Good
2G1378S30G9191009,12544,85,26,Full,Good,Good
2G1378S30G9365470,7596,41,29,Acceptable,Good,Good
2G1145S30G9234402,20034,90,28,Full,Good,Good
2G1355S30G9489947,9872,30,20,Full,Good,Good
1GKS2AKC3GR577769,11238,63,35,Full,Good,Good
1FAHP2F85GG372815,12560,48,33,Full,Good,Good
2G1378S30G9430728,28720,90,36,Full,Good,Good
2G1145S30G9980112,12845,63,33,Full,Good,Good
1FAHP2F85GG891109,26130,72,33,Full,Good,Good
1HAS4AKC3GR278787,7031,73,35,Full,Good,Good
1FAHP1F85GG872726,14217,72,21,Full,Good,Acceptable
2G1355S30G9730610,19867,98,27,Full,Good,Good
1FAHP2F85GG463741,17093,91,21,Full,Good,Good
1FAHP1F85GG245395,27858,48,30,Full,Good,Good
1FAHP2F36GG227958,14238,99,35,Full,Good,Good
1FAHP2F36GG402514,14590,61,32,Full,Good,Good
1GKS2AKC3GR287935,22747,41,20,Full,Good,Good
1FAHP1F85GG745869,22211,95,34,Full,Good,Good
1FAHP1F85GG748018,10033,48,28,Full,Good,Good
1FAHP2F85GG695865,11223,97,24,Full,Good,Good
1FAHP2F36GG664549,19499,47,25,Full,Good,Good
1GKS2AKC3GR319656,20094,97,31,Full,Good,Good
2G1145S30G9400648,9976,75,31,Full,Good,Good
1FAHP2F85GG172822,12866,56,32,Full,Good,Good
1HAS4AKC3GR750607,22634,68,22,Full,Good,Good
1FAHP1F85GG181512,18253,92,26,Full,Good,Good
1FAHP1F85GG315350,14561,85,28,Acceptable,Good,Good
1GKS2AKC3GR590726,7342,47,36,Full,Good,Good
1HAS4AKC3GR888219,16340,39,35,Full,Good,Good
1FAHP2F36GG890328,15312,60,21,Full,Good,Good
1GKS2AKC3GR399050,28219,60,21,Full,Good,Good
1HAS4AKC3GR831653,13379,74,35,Full,Good,Good
1FAHP2F85GG866361,6300,79,33,Full,Good,Good
2G1355S30G9241601,20483,36,33,Acceptable,Good,Good
1HAS4AKC3GR578967,22852,54,34,Full,Good,Good
2G1355S30G9706234,7522,74,24,Full,Good,Good
1HAS4AKC3GR655720,26328,80,24,Full,Good,Good
1FAHP1F85GG887704,29730,33,29,Full,Good,Good
1FAHP2F85GG968237,19997,57,36,Full,Good,Good
1FAHP2F36GG529930,16830,45,20,Full,Good,Good
1FAHP2F85GG697863,24384,33,27,Full,Good,Good
1FAHP1F85GG662166,29078,67,28,Full,Good,Good
2G1145S30G9839624,28353,79,34,Full,Good,Good
2G1378S30G9583054,17899,73,28,Full,Good,Good
2G1355S30G9572938,6534,63,34,Full,Good,Good
2G1378S30G9719516,15258,47,31,Full,Good,Good
1GKS2AKC3GR348681,29475,50,34,Full,Good,Good
1HAS4AKC3GR491932,14680,88,35,Full,Good,Good
1GKS2AKC3GR510882,13473,71,35,Full,Good,Good
1FAHP2F36GG180512,28650,50,34,Full,Good,Good
1GKS2AKC3GR769442,29040,53,21,Full,Good,Good
2G1355S30G9467462,27831,65,22,Full,Good,Good
1FAHP1F85GG711772,18479,37,31,Full,Good,Good
1HAS4AKC3GR344648,13815,70,20,Full,Good,Good
2G1145S30G9277934,11037,49,31,Full,Good,Good
1HAS4AKC3GR526434,15495,94,34,Full,Good,Good
1FAHP2F85GG652003,13008,43,22,Full,Good,Good
1FAHP2F36GG535578,20741,43,36,Full,Good,Good
2G1145S30G9358033,22208,75,22,Full,Good,Good
1FAHP2F85GG487061,21296,74,24,Full,Good,Good
1FAHP2F36GG611155,12388,60,21,Full,Good,Good
2G1378S30G9211172,18456,97,36,Full,Good,Good
2G1145S30G9674869,12853,33,25,Full,Good,Good
1GKS2AKC3GR417298,6487,40,25,Full,Good,Good
1HAS4AKC3GR314960,17179,93,21,Full,Good,Good
1GKS2AKC3GR719914,7165,97,28,Full,Good,Good
2G1378S30G9309619,18578,84,23,Full,Good,Good
1FAHP2F85GG631384,20951,72,32,Full,Good,Good
2G1145S30G9509440,12485,69,24,Full,Good,Good
1FAHP1F85GG791495,29684,79,28,Full,Good,Good
1HAS4AKC3GR270844,17414,77,20,Full,Good,Good
2G1145S30G9526056,17962,34,27,Full,Good,Good
1FAHP1F85GG641726,21594,88,23,Full,Good,Good
1HAS4AKC3GR686400,7359,92,35,Full,Good,Good
1FAHP1F85GG346073,19171,96,29,Full,Good,Good
1GKS2AKC3GR386156,21619,30,27,Full,Good,Good
1FAHP1F85GG937456,20818,90,33,Full,Good,Good
2G1355S30G9130608,18413,65,27,Full,Good,Good
1GKS2AKC3GR958561,18909,57,24,Full,Good,Good
1FAHP2F85GG187580,23838,89,32,Full,Good,Good
2G1355S30G9709499,24506,26,25,Full,Good,Good
1FAHP1F85GG189840,28722,95,24,Full,Good,Good
1HAS4AKC3GR901716,12402,81,32,Full,Good,Good
1GKS2AKC3GR269620,18926,77,23,Full,Good,Good
1FAHP2F85GG645738,17725,42,20,Full,Good,Good
1FAHP2F85GG331452,29847,73,32,Full,Good,Good
2G1145S30G9316771,21271,39,30,Full,Good,Good
1FAHP2F36GG398182,7179,36,34,Full,Good,Good
1FAHP1F85GG682745,10853,90,21,Full,Good,Good
1FAHP1F85GG953567,11646,45,30,Full,Good,Good
1FAHP2F85GG518028,28765,44,29,Full,Good,Good
2G1145S30G9161996,14128,91,36,Full,Good,Good
2G1355S30G9723228,26761,82,34,Acceptable,Good,Good
1FAHP2F36GG155844,29214,54,33,Full,Good,Good
1GKS2AKC3GR557103,15549,52,32,Full,Good,Good
1GKS2AKC3GR463741,20537,89,25,Full,Good,Good
1GKS2AKC3GR328574,12261,79,31,Full,Good,Good
1FAHP2F85GG797652,19972,93,32,Full,Good,Good
1GKS2AKC3GR226653,8439,35,26,Full,Good,Good
1FAHP2F85GG711717,10523,58,23,Full,Good,Good
2G1355S30G9301945,9765,98,33,Full,Good,Good
1FAHP1F85GG823798,25401,58,29,Full,Good,Good
1FAHP2F85GG353806,27011,81,29,Full,Good,Good
1GKS2AKC3GR372948,29788,82,20,Full,Good,Good
1HAS4AKC3GR929736,28318,36,36,Full,Good,Good
1FAHP2F36GG319895,15744,87,21,Full,Good,Good
1HAS4AKC3GR398928,6842,38,31,Full,Good,Acceptable
1HAS4AKC3GR687724,8801,62,36,Full,Good,Good
1FAHP2F85GG337266,10433,85,28,Full,Good,Good
2G1145S30G9888266,21188,51,26,Full,Good,Good
1FAHP2F85GG256238,23668,86,32,Full,Good,Good
1FAHP1F85GG275679,7353,93,28,Full,Good,Good
1FAHP2F36GG631256,23256,51,24,Full,Good,Good
1FAHP2F36GG207473,12086,53,31,Full,Good,Good
1HAS4AKC3GR459964,10529,46,25,Low,Good,Good
2G1145S30G9773787,28762,92,22,Full,Good,Good
2G1378S30G9883184,11852,86,34,Full,Good,Good
2G1145S30G9210014,19460,48,27,Full,Good,Good
1FAHP2F36GG647921,6800,89,33,Full,Good,Good
2G1145S30G9408535,10553,60,22,Full,Good,Good
2G1378S30G9201573,12403,69,30,Full,Good,Good
2G1378S30G9528987,6246,82,21,Full,Good,Good
2G1355S30G9198412,20697,35,26,Full,Good,Good
1FAHP1F85GG857847,7376,72,20,Full,Good,Good
2G1378S30G9619243,6475,42,26,Full,Good,Good
1HAS4AKC3GR953120,7900,62,20,Full,Good,Good
1HAS4AKC3GR599255,17709,96,25,Full,Good,Good
2G1355S30G9187968,21531,56,26,Full,Good,Good
1FAHP2F36GG452581,6588,34,22,Full,Good,Good
1FAHP1F85GG383195,28858,53,22,Full,Good,Good
2G1378S30G9321976,17054,32,21,Full,Good,Good
2G1378S30G9288457,28403,56,21,Acceptable,Good,Good
2G1378S30G9887079,28951,72,26,Full,Good,Good
1GKS2AKC3GR149473,13437,77,20,Full,Good,Good
1FAHP2F85GG300073,10141,33,28,Full,Good,Good
2G1355S30G9207119,29309,63,21,Full,Good,Good
2G1378S30G9500486,9216,69,34,Full,Good,Good
1GKS2AKC3GR572089,8172,75,35,Full,Good,Good
2G1145S30G9291268,24472,62,29,Full,Good,Good
1FAHP1F85GG568184,26153,66,32,Full,Good,Good
1HAS4AKC3GR529726,19432,44,22,Full,Good,Good
2G1355S30G9266171,21947,70,35,Full,Good,Good
2G1145S30G9742364,29915,37,24,Full,Good,Good
1FAHP2F85GG895023,13870,68,29,Full,Good,Good
2G1355S30G9876659,17213,69,22,Full,Good,Good
1FAHP2F36GG986830,8138,73,31,Full,Good,Good
1FAHP2F36GG302323,18732,65,36,Full,Good,Good
1HAS4AKC3GR531820,26885,47,35,Full,Good,Good
1HAS4AKC3GR998914,13020,77,34,Full,Good,Good
1FAHP1F85GG942505,18784,76,20,Full,Good,Good
1FAHP1F85GG777225,14927,64,35,Full,Good,Good
1FAHP2F36GG863344,8573,60,32,Full,Good,Good
1FAHP1F85GG521986,14093,74,32,Full,Good,Good
1HAS4AKC3GR568551,26706,39,32,Acceptable,Good,Good
2G1378S30G9719924,8868,31,27,Full,Good,Good
2G1378S30G9912980,9785,42,32,Full,Good,Good
1FAHP2F36GG419945,22305,64,23,Full,Good,Good
2G1378S30G9410984,7835,85,35,Full,Good,Good
2G1145S30G9196611,8968,83,26,Full,Good,Good
1FAHP2F85GG214023,13394,51,35,Full,Good,Good
1FAHP2F36GG782094,19171,41,35,Full,Good,Good
1HAS4AKC3GR879521,27234,60,24,Full,Good,Good
1GKS2AKC3GR421501,27329,49,27,Full,Good,Good
2G1145S30G9764486,9511,83,36,Full,Good,Good
2G1145S30G9679584,9253,38,24,Full,Good,Good
1HAS4AKC3GR457162,27806,80,28,Full,Good,Good
1GKS2AKC3GR857418,8536,11,20,Full,Good,Good
1FAHP2F85GG800638,10910,56,34,Full,Good,Good
1FAHP1F85GG485100,19696,62,20,Full,Good,Good
2G1378S30G9153923,26189,58,35,Full,Good,Good
1FAHP2F85GG268923,27676,56,21,Full,Good,Good
2G1145S30G9447591,13379,98,29,Full,Good,Good
1FAHP2F36GG289750,20437,91,23,Full,Good,Good
1FAHP2F85GG393878,19608,82,26,Full,Good,Good
1HAS4AKC3GR604060,9961,91,29,Full,Good,Good
1HAS4AKC3GR611124,21425,35,28,Full,Good,Good
1FAHP2F36GG483061,26871,33,20,Full,Good,Good
1GKS2AKC3GR348941,17372,57,34,Acceptable,Good,Good
1HAS4AKC3GR409195,11662,63,30,Full,Acceptable,Good
1GKS2AKC3GR983968,13994,84,20,Full,Good,Good
1FAHP2F36GG685989,12539,47,30,Full,Good,Good
1FAHP2F36GG732966,18693,53,27,Full,Good,Good
1FAHP1F85GG983894,18057,31,29,Full,Good,Good
2G1378S30G9944092,24181,43,24,Full,Good,Good
1FAHP2F85GG928176,14145,72,30,Full,Good,Good
1FAHP2F85GG967585,8394,45,34,Full,Good,Good
2G1378S30G9588277,12802,57,30,Full,Good,Good
1FAHP1F85GG352834,27492,88,34,Full,Good,Acceptable
2G1145S30G9990067,20776,40,26,Full,Good,Good
1FAHP2F85GG400033,17202,82,22,Full,Good,Good
1FAHP2F85GG944916,18569,51,35,Full,Good,Good
1FAHP1F85GG952808,26850,77,24,Full,Good,Good
1FAHP1F85GG157185,26986,37,34,Full,Good,Good
1HAS4AKC3GR326360,25904,49,24,Acceptable,Good,Good
2G1355S30G9342264,11983,90,24,Full,Good,Good
1FAHP1F85GG500215,7096,83,26,Full,Good,Good
1GKS2AKC3GR714777,15909,63,29,Full,Good,Acceptable
2G1355S30G9646195,20703,82,29,Full,Good,Good
1FAHP2F85GG714858,23116,61,25,Full,Good,Good
1FAHP2F36GG314767,25047,48,26,Full,Good,Good
2G1355S30G9139054,28170,64,31,Full,Good,Good
2G1378S30G9677744,29690,32,23,Full,Good,Good
1FAHP2F85GG248390,24224,33,22,Full,Good,Good
2G1355S30G9378833,15069,92,35,Full,Good,Good
1HAS4AKC3GR290134,10838,60,30,Full,Good,Good
2G1145S30G9300257,23784,19,31,Full,Good,Good
1HAS4AKC3GR712739,18432,53,21,Full,Good,Good
2G1378S30G9163301,28388,82,33,Full,Good,Good
2G1355S30G9936296,27799,41,26,Full,Good,Good
1FAHP2F36GG491063,26397,57,25,Full,Good,Good
2G1145S30G9536680,22534,99,36,Full,Good,Good
1FAHP2F85GG488123,16950,50,20,Full,Good,Good
1FAHP1F85GG607328,18683,80,28,Full,Good,Good
2G1378S30G9137754,20783,77,24,Full,Good,Good
1HAS4AKC3GR875175,11503,62,22,Full,Good,Good
1HAS4AKC3GR241945,24029,32,28,Full,Good,Good
1FAHP2F85GG182505,14577,47,20,Full,Good,Good
1FAHP2F85GG324901,17087,43,25,Full,Good,Good
1FAHP2F85GG614189,27056,86,27,Full,Good,Good
1GKS2AKC3GR878114,22171,50,21,Full,Good,Good
2G1378S30G9448028,18190,88,20,Full,Good,Good
1FAHP2F36GG267047,9569,82,23,Full,Good,Good
2G1355S30G9674630,25051,95,23,Full,Good,Good
2G1355S30G9817525,16578,56,20,Full,Good,Good
2G1145S30G9383769,9645,49,23,Full,Good,Good
1FAHP2F85GG192796,27801,34,34,Full,Good,Good
1FAHP1F85GG358009,16706,78,32,Full,Good,Good
2G1355S30G9946176,24125,63,27,Full,Good,Good
2G1378S30G9244530,9175,89,30,Full,Good,Good
1FAHP2F36GG802334,29381,39,33,Full,Good,Good
2G1378S30G9793111,22839,50,34,Full,Good,Good
2G1355S30G9342557,19045,62,35,Full,Good,Good
1GKS2AKC3GR202902,19398,77,30,Full,Acceptable,Good
1FAHP2F85GG566054,29628,94,21,Full,Good,Good
2G1355S30G9523201,8639,61,31,Full,Good,Good
1FAHP2F85GG873002,27805,59,29,Full,Good,Good
1FAHP2F36GG140620,23502,99,33,Full,Good,Good
1FAHP1F85GG924569,26565,36,23,Full,Good,Good
2G1145S30G9782390,24973,70,24,Full,Good,Good
1GKS2AKC3GR892489,29014,72,32,Full,Good,Good
1FAHP2F85GG480544,6015,52,24,Full,Good,Good
1FAHP2F85GG252022,7946,53,26,Full,Good,Good
2G1145S30G9266366,23978,38,21,Full,Good,Good
1FAHP2F36GG169090,13838,36,29,Full,Good,Good
2G1355S30G9876613,12294,63,21,Full,Good,Good
2G1145S30G9894557,21423,94,33,Full,Good,Good
2G1145S30G9456279,13732,41,22,Full,Good,Good
2G1355S30G9250411,10694,78,22,Full,Good,Good
2G1355S30G9608630,7175,38,25,Full,Good,Good
2G1145S30G9471849,23654,37,33,Full,Good,Good
1FAHP2F36GG839005,25302,93,23,Full,Good,Good
2G1378S30G9512494,9999,54,23,Full,Good,Good
2G1355S30G9737487,28866,77,34,Full,Good,Good
1HAS4AKC3GR804777,23036,76,28,Full,Good,Good
2G1145S30G9625222,13737,66,26,Full,Good,Good
2G1355S30G9268147,16672,41,30,Full,Good,Good
2G1378S30G9974103,20512,52,34,Full,Good,Good
1GKS2AKC3GR414222,9910,68,20,Full,Good,Good
1FAHP2F85GG452834,17530,69,35,Full,Good,Good
2G1355S30G9584689,12706,85,22,Full,Good,Good
2G1378S30G9163878,20595,85,20,Full,Good,Good
2G1145S30G9129937,6102,62,30,Full,Good,Good
1FAHP1F85GG341883,8670,83,25,Full,Good,Good
1GKS2AKC3GR505134,7945,43,22,Full,Good,Good
2G1378S30G9287363,29847,38,26,Full,Good,Good
1FAHP2F85GG880857,10873,93,24,Full,Good,Good
2G1355S30G9484821,25794,75,25,Full,Good,Good
1HAS4AKC3GR866611,18653,75,31,Full,Good,Good
1FAHP2F36GG338659,29274,31,31,Full,Good,Good
2G1355S30G9914545,17000,43,30,Full,Good,Good
1FAHP2F36GG950987,10266,77,32,Full,Good,Good
2G1145S30G9614064,12427,53,34,Full,Good,Good
1FAHP2F85GG411349,6468,54,27,Full,Good,Good
1FAHP2F85GG366614,19011,78,24,Full,Good,Good
2G1355S30G9626130,11150,67,26,Full,Good,Good
1FAHP2F36GG886528,17080,97,22,Full,Good,Good
2G1355S30G9628432,10997,47,33,Full,Good,Good
2G1145S30G9582974,21629,37,23,Full,Good,Good
2G1355S30G9421462,23821,43,28,Full,Good,Good
2G1355S30G9435600,23714,68,23,Full,Good,Good
1FAHP1F85GG345373,11228,36,28,Full,Good,Good
2G1378S30G9486718,20264,79,35,Full,Good,Good
1GKS2AKC3GR141187,18181,90,27,Full,Good,Good
2G1355S30G9770519,11589,63,36,Full,Good,Good
2G1145S30G9278564,22911,77,36,Full,Good,Good
1FAHP2F36GG834301,27600,80,35,Full,Good,Good
1HAS4AKC3GR696005,24749,31,35,Full,Good,Good
1FAHP2F36GG475720,15782,73,22,Full,Good,Good
1FAHP2F36GG517877,17681,86,24,Full,Good,Good
2G1145S30G9448346,21733,67,29,Full,Good,Good
2G1378S30G9370133,12434,81,28,Full,Good,Good
1FAHP1F85GG662702,28543,86,31,Full,Good,Good
1FAHP2F36GG955840,14154,50,28,Full,Good,Good
2G1355S30G9585034,26147,46,25,Full,Good,Good
2G1378S30G9753738,8422,32,29,Full,Good,Good
1GKS2AKC3GR498744,27064,67,28,Full,Good,Good
2G1355S30G9122917,7221,58,31,Full,Good,Good
1FAHP2F85GG774078,8943,68,21,Full,Good,Good
1FAHP2F85GG162759,28137,39,32,Full,Good,Good
1FAHP1F85GG165365,23994,37,22,Full,Good,Good
1GKS2AKC3GR745984,8043,77,29,Full,Good,Good
1FAHP2F36GG921644,9928,40,27,Full,Good,Good
1FAHP1F85GG562751,21090,75,26,Full,Good,Good
2G1145S30G9675838,10368,74,23,Full,Good,Good
2G1378S30G9553313,17741,71,28,Full,Good,Good
1GKS2AKC3GR471522,15258,55,34,Full,Good,Good
1FAHP2F36GG547224,11475,71,22,Full,Good,Good
2G1378S30G9974621,17952,41,23,Full,Good,Good
2G1378S30G9794441,24613,91,30,Full,Good,Good
1HAS4AKC3GR961958,11095,53,32,Full,Good,Good
2G1145S30G9830666,12898,68,34,Full,Good,Good
2G1145S30G9980489,27498,90,23,Full,Good,Good
1HAS4AKC3GR442055,8040,50,20,Full,Good,Good
1FAHP2F85GG872418,23635,99,31,Full,Good,Good
1FAHP2F36GG687755,9253,40,26,Full,Good,Good
1FAHP2F85GG950909,27007,35,23,Full,Good,Good
2G1378S30G9948399,16619,82,29,Full,Good,Good
1FAHP2F36GG390987,22358,44,26,Full,Good,Good
1HAS4AKC3GR322573,29737,63,33,Full,Good,Good
2G1355S30G9348759,27221,86,22,Full,Good,Good
2G1355S30G9503026,28309,36,33,Full,Good,Good
1GKS2AKC3GR595112,19005,64,26,Full,Good,Good
2G1145S30G9703888,6114,79,31,Full,Good,Good
1GKS2AKC3GR871649,26657,30,33,Full,Good,Good
1FAHP2F36GG113318,7548,80,25,Full,Good,Good
1GKS2AKC3GR917897,20222,43,20,Full,Good,Good
1FAHP2F36GG406052,27191,63,32,Full,Good,Good
2G1355S30G9999799,6818,71,28,Full,Good,Good
1FAHP2F85GG178301,8969,57,35,Full,Good,Good
2G1378S30G9891950,29831,45,22,Full,Good,Good
2G1355S30G9202416,25209,87,35,Full,Good,Good
1FAHP2F85GG325111,24158,51,36,Full,Good,Good
1FAHP2F85GG827248,28273,53,22,Full,Good,Good
2G1378S30G9652425,10380,48,30,Full,Good,Good
1GKS2AKC3GR291011,10093,67,21,Full,Good,Good
1HAS4AKC3GR142937,10041,37,26,Full,Good,Good
1GKS2AKC3GR671681,13246,98,36,Full,Good,Good
1FAHP1F85GG824752,7109,66,27,Full,Good,Good
2G1145S30G9263149,10897,94,23,Full,Acceptable,Good
1HAS4AKC3GR292490,9214,58,36,Full,Good,Good
1HAS4AKC3GR815194,13224,58,31,Full,Good,Good
1GKS2AKC3GR564317,14350,36,29,Full,Good,Good
1GKS2AKC3GR728045,15405,59,33,Full,Good,Good
1GKS2AKC3GR207109,25035,83,34,Full,Good,Good
2G1378S30G9579296,29414,49,24,Full,Good,Good
2G1378S30G9659238,14341,67,20,Full,Good,Good
2G1355S30G9173917,18260,76,21,Full,Good,Good
2G1355S30G9768819,11447,77,25,Full,Good,Good
2G1355S30G9726144,26299,92,22,Full,Good,Good
2G1378S30G9702910,28133,45,36,Full,Good,Good
1HAS4AKC3GR451726,28361,67,21,Full,Good,Good
1FAHP1F85GG445798,24069,61,33,Full,Good,Acceptable
1FAHP2F36GG403414,9427,39,31,Full,Good,Good
1FAHP2F85GG808871,22762,80,33,Full,Good,Good
1FAHP1F85GG264697,17603,82,36,Full,Good,Good
1HAS4AKC3GR161557,24825,88,32,Full,Good,Good
1FAHP1F85GG403220,27988,81,32,Full,Good,Good
1FAHP2F36GG225764,24311,87,36,Full,Good,Good
1FAHP2F85GG495692,18487,64,32,Acceptable,Good,Good
1HAS4AKC3GR329949,12615,87,22,Full,Good,Good
2G1355S30G9645405,24532,95,23,Full,Good,Good
1GKS2AKC3GR627262,23325,97,21,Full,Good,Good
2G1378S30G9929770,11334,86,20,Full,Good,Good
1FAHP2F36GG926625,6276,92,21,Full,Good,Good
1FAHP2F85GG196103,21031,94,29,Full,Good,Good
1GKS2AKC3GR953003,25769,34,30,Full,Good,Good
1HAS4AKC3GR718891,15291,57,32,Full,Good,Good
1GKS2AKC3GR977400,7950,81,30,Full,Good,Good
2G1145S30G9545687,21543,75,21,Full,Good,Good
2G1378S30G9670636,22513,20,32,Full,Good,Good
2G1145S30G9482968,12739,27,29,Full,Good,Good
1FAHP1F85GG281655,21252,41,29,Full,Good,Good
1GKS2AKC3GR725271,23509,51,26,Full,Good,Good
1FAHP1F85GG780060,27168,59,20,Full,Good,Good
1FAHP2F36GG509760,29386,77,33,Full,Good,Good
2G1145S30G9360695,26119,85,21,Full,Good,Good
1HAS4AKC3GR397454,13162,92,25,Full,Good,Good
