VIN,partid,condition,cause
2G1378S30G9183432,3,90,
2G1378S30G9183432,7,77,
2G1378S30G9183432,11,53,
2G1378S30G9183432,17,58,
2G1378S30G9183432,25,54,
2G1378S30G9183432,30,65,
2G1378S30G9183432,33,66,
2G1378S30G9183432,39,86,
2G1378S30G9183432,41,51,
2G1378S30G9183432,47,66,
2G1378S30G9183432,51,89,
2G1378S30G9183432,58,93,
2G1378S30G9183432,61,98,
1FAHP1F85GG129966,2,65,
1FAHP1F85GG129966,9,47,
1FAHP1F85GG129966,11,46,
1FAHP1F85GG129966,19,60,
1FAHP1F85GG129966,24,65,
1FAHP1F85GG129966,26,80,
1FAHP1F85GG129966,32,46,
1FAHP1F85GG129966,37,56,
1FAHP1F85GG129966,43,54,
1FAHP1F85GG129966,47,73,
1FAHP1F85GG129966,54,85,
1FAHP1F85GG129966,59,52,
1FAHP1F85GG129966,65,53,
2G1378S30G9787174,5,82,
2G1378S30G9787174,9,49,
2G1378S30G9787174,11,88,
2G1378S30G9787174,20,71,
2G1378S30G9787174,24,71,
2G1378S30G9787174,27,65,
2G1378S30G9787174,33,52,
2G1378S30G9787174,37,99,
2G1378S30G9787174,43,3,Possible Defect
2G1378S30G9787174,50,84,
2G1378S30G9787174,51,96,
2G1378S30G9787174,60,50,
2G1378S30G9787174,65,61,
1GKS2AKC3GR778750,3,75,
1GKS2AKC3GR778750,9,55,
1GKS2AKC3GR778750,13,99,
1GKS2AKC3GR778750,18,75,
1GKS2AKC3GR778750,21,52,
1GKS2AKC3GR778750,27,49,
1GKS2AKC3GR778750,31,59,
1GKS2AKC3GR778750,38,64,
1GKS2AKC3GR778750,44,55,
1GKS2AKC3GR778750,48,79,
1GKS2AKC3GR778750,52,45,
1GKS2AKC3GR778750,56,84,
1GKS2AKC3GR778750,62,73,
2G1145S30G9414845,4,86,
2G1145S30G9414845,8,91,
2G1145S30G9414845,14,86,
2G1145S30G9414845,18,64,
2G1145S30G9414845,25,64,
2G1145S30G9414845,30,81,
2G1145S30G9414845,35,96,
2G1145S30G9414845,36,91,
2G1145S30G9414845,43,54,
2G1145S30G9414845,46,56,
2G1145S30G9414845,55,46,
2G1145S30G9414845,58,86,
2G1145S30G9414845,64,53,
1FAHP2F36GG325929,1,89,
1FAHP2F36GG325929,8,96,
1FAHP2F36GG325929,14,95,
1FAHP2F36GG325929,19,17,Normal Wear
1FAHP2F36GG325929,23,90,
1FAHP2F36GG325929,27,61,
1FAHP2F36GG325929,35,50,
1FAHP2F36GG325929,37,91,
1FAHP2F36GG325929,41,57,
1FAHP2F36GG325929,46,97,
1FAHP2F36GG325929,55,70,
1FAHP2F36GG325929,57,97,
1FAHP2F36GG325929,65,89,
1HAS4AKC3GR340806,4,56,
1HAS4AKC3GR340806,7,89,
1HAS4AKC3GR340806,13,89,
1HAS4AKC3GR340806,19,48,
1HAS4AKC3GR340806,24,69,
1HAS4AKC3GR340806,27,64,
1HAS4AKC3GR340806,35,48,
1HAS4AKC3GR340806,37,90,
1HAS4AKC3GR340806,45,50,
1HAS4AKC3GR340806,49,53,
1HAS4AKC3GR340806,51,91,
1HAS4AKC3GR340806,56,71,
1HAS4AKC3GR340806,62,69,
1HAS4AKC3GR456134,4,85,
1HAS4AKC3GR456134,8,65,
1HAS4AKC3GR456134,15,78,
1HAS4AKC3GR456134,20,78,
1HAS4AKC3GR456134,25,55,
1HAS4AKC3GR456134,30,90,
1HAS4AKC3GR456134,32,78,
1HAS4AKC3GR456134,37,89,
1HAS4AKC3GR456134,43,81,
1HAS4AKC3GR456134,50,65,
1HAS4AKC3GR456134,51,46,
1HAS4AKC3GR456134,57,58,
1HAS4AKC3GR456134,63,87,
1HAS4AKC3GR140200,5,80,
1HAS4AKC3GR140200,7,45,
1HAS4AKC3GR140200,14,4,Normal Wear
1HAS4AKC3GR140200,16,67,
1HAS4AKC3GR140200,22,98,
1HAS4AKC3GR140200,26,94,
1HAS4AKC3GR140200,35,73,
1HAS4AKC3GR140200,40,64,
1HAS4AKC3GR140200,42,85,
1HAS4AKC3GR140200,49,58,
1HAS4AKC3GR140200,51,51,
1HAS4AKC3GR140200,57,72,
1HAS4AKC3GR140200,62,86,
2G1145S30G9484098,3,57,
2G1145S30G9484098,6,82,
2G1145S30G9484098,13,53,
2G1145S30G9484098,17,99,
2G1145S30G9484098,25,55,
2G1145S30G9484098,28,88,
2G1145S30G9484098,33,64,
2G1145S30G9484098,39,81,
2G1145S30G9484098,43,98,
2G1145S30G9484098,49,88,
2G1145S30G9484098,54,67,
2G1145S30G9484098,58,87,
2G1145S30G9484098,64,95,
1HAS4AKC3GR973252,3,61,
1HAS4AKC3GR973252,8,60,
1HAS4AKC3GR973252,14,85,
1HAS4AKC3GR973252,18,60,
1HAS4AKC3GR973252,23,52,
1HAS4AKC3GR973252,29,66,
1HAS4AKC3GR973252,32,80,
1HAS4AKC3GR973252,36,61,
1HAS4AKC3GR973252,41,97,
1HAS4AKC3GR973252,47,67,
1HAS4AKC3GR973252,54,45,
1HAS4AKC3GR973252,60,72,
1HAS4AKC3GR973252,61,59,
2G1145S30G9122805,1,76,
2G1145S30G9122805,9,62,
2G1145S30G9122805,13,73,
2G1145S30G9122805,19,63,
2G1145S30G9122805,21,88,
2G1145S30G9122805,29,53,
2G1145S30G9122805,32,50,
2G1145S30G9122805,36,58,
2G1145S30G9122805,45,52,
2G1145S30G9122805,50,87,
2G1145S30G9122805,55,92,
2G1145S30G9122805,60,92,
2G1145S30G9122805,63,96,
2G1378S30G9158341,2,84,
2G1378S30G9158341,8,54,
2G1378S30G9158341,14,88,
2G1378S30G9158341,16,76,
2G1378S30G9158341,25,72,
2G1378S30G9158341,28,62,
2G1378S30G9158341,34,54,
2G1378S30G9158341,39,55,
2G1378S30G9158341,45,86,
2G1378S30G9158341,49,77,
2G1378S30G9158341,52,97,
2G1378S30G9158341,60,52,
2G1378S30G9158341,64,81,
2G1145S30G9662640,1,91,
2G1145S30G9662640,6,58,
2G1145S30G9662640,11,57,
2G1145S30G9662640,19,71,
2G1145S30G9662640,24,77,
2G1145S30G9662640,30,92,
2G1145S30G9662640,33,85,
2G1145S30G9662640,39,92,
2G1145S30G9662640,45,81,
2G1145S30G9662640,46,61,
2G1145S30G9662640,55,90,
2G1145S30G9662640,57,79,
2G1145S30G9662640,62,81,
1FAHP2F36GG366283,2,51,
1FAHP2F36GG366283,7,58,
1FAHP2F36GG366283,13,84,
1FAHP2F36GG366283,17,89,
1FAHP2F36GG366283,25,74,
1FAHP2F36GG366283,26,93,
1FAHP2F36GG366283,34,50,
1FAHP2F36GG366283,36,79,
1FAHP2F36GG366283,45,93,
1FAHP2F36GG366283,46,88,
1FAHP2F36GG366283,52,74,
1FAHP2F36GG366283,59,28,Possible Defect
1FAHP2F36GG366283,65,74,
2G1378S30G9157795,1,76,
2G1378S30G9157795,8,85,
2G1378S30G9157795,11,62,
2G1378S30G9157795,18,96,
2G1378S30G9157795,21,96,
2G1378S30G9157795,27,65,
2G1378S30G9157795,31,50,
2G1378S30G9157795,38,74,
2G1378S30G9157795,43,50,
2G1378S30G9157795,48,72,
2G1378S30G9157795,55,49,
2G1378S30G9157795,59,50,
2G1378S30G9157795,61,79,
1FAHP1F85GG419824,5,58,
1FAHP1F85GG419824,9,82,
1FAHP1F85GG419824,12,57,
1FAHP1F85GG419824,17,70,
1FAHP1F85GG419824,23,59,
1FAHP1F85GG419824,29,75,
1FAHP1F85GG419824,35,70,
1FAHP1F85GG419824,40,64,
1FAHP1F85GG419824,45,70,
1FAHP1F85GG419824,50,57,
1FAHP1F85GG419824,55,51,
1FAHP1F85GG419824,59,63,
1FAHP1F85GG419824,63,89,
2G1355S30G9177729,5,92,
2G1355S30G9177729,9,95,
2G1355S30G9177729,12,62,
2G1355S30G9177729,18,82,
2G1355S30G9177729,22,71,
2G1355S30G9177729,29,96,
2G1355S30G9177729,35,76,
2G1355S30G9177729,37,51,
2G1355S30G9177729,41,80,
2G1355S30G9177729,48,47,
2G1355S30G9177729,55,46,
2G1355S30G9177729,56,69,
2G1355S30G9177729,65,49,
1FAHP1F85GG984123,1,64,
1FAHP1F85GG984123,7,65,
1FAHP1F85GG984123,15,34,
1FAHP1F85GG984123,16,99,
1FAHP1F85GG984123,21,74,
1FAHP1F85GG984123,29,95,
1FAHP1F85GG984123,34,62,
1FAHP1F85GG984123,37,59,
1FAHP1F85GG984123,43,98,
1FAHP1F85GG984123,46,62,
1FAHP1F85GG984123,52,59,
1FAHP1F85GG984123,59,90,
1FAHP1F85GG984123,62,93,
2G1378S30G9213959,3,88,
2G1378S30G9213959,6,58,
2G1378S30G9213959,12,46,
2G1378S30G9213959,20,77,
2G1378S30G9213959,21,61,
2G1378S30G9213959,26,50,
2G1378S30G9213959,34,67,
2G1378S30G9213959,39,90,
2G1378S30G9213959,42,81,
2G1378S30G9213959,49,72,
2G1378S30G9213959,55,65,
2G1378S30G9213959,58,67,
2G1378S30G9213959,61,99,
1GKS2AKC3GR793742,2,87,
1GKS2AKC3GR793742,10,92,
1GKS2AKC3GR793742,12,54,
1GKS2AKC3GR793742,17,82,
1GKS2AKC3GR793742,24,56,
1GKS2AKC3GR793742,26,78,
1GKS2AKC3GR793742,35,67,
1GKS2AKC3GR793742,39,87,
1GKS2AKC3GR793742,43,54,
1GKS2AKC3GR793742,47,46,
1GKS2AKC3GR793742,52,99,
1GKS2AKC3GR793742,57,85,
1GKS2AKC3GR793742,61,61,
1GKS2AKC3GR702030,2,63,
1GKS2AKC3GR702030,8,87,
1GKS2AKC3GR702030,13,82,
1GKS2AKC3GR702030,17,98,
1GKS2AKC3GR702030,24,81,
1GKS2AKC3GR702030,28,71,
1GKS2AKC3GR702030,32,60,
1GKS2AKC3GR702030,40,46,
1GKS2AKC3GR702030,45,47,
1GKS2AKC3GR702030,46,52,
1GKS2AKC3GR702030,52,83,
1GKS2AKC3GR702030,56,58,
1GKS2AKC3GR702030,61,76,
2G1378S30G9466152,2,88,
2G1378S30G9466152,8,84,
2G1378S30G9466152,12,66,
2G1378S30G9466152,16,92,
2G1378S30G9466152,25,99,
2G1378S30G9466152,30,57,
2G1378S30G9466152,34,68,
2G1378S30G9466152,40,61,
2G1378S30G9466152,42,90,
2G1378S30G9466152,50,75,
2G1378S30G9466152,54,87,
2G1378S30G9466152,59,52,
2G1378S30G9466152,65,83,
1GKS2AKC3GR766013,1,99,
1GKS2AKC3GR766013,7,47,
1GKS2AKC3GR766013,13,48,
1GKS2AKC3GR766013,19,64,
1GKS2AKC3GR766013,22,51,
1GKS2AKC3GR766013,27,80,
1GKS2AKC3GR766013,34,85,
1GKS2AKC3GR766013,40,55,
1GKS2AKC3GR766013,45,74,
1GKS2AKC3GR766013,47,46,
1GKS2AKC3GR766013,52,76,
1GKS2AKC3GR766013,59,87,
1GKS2AKC3GR766013,65,66,
2G1145S30G9350290,3,92,
2G1145S30G9350290,7,47,
2G1145S30G9350290,12,91,
2G1145S30G9350290,19,61,
2G1145S30G9350290,25,50,
2G1145S30G9350290,28,57,
2G1145S30G9350290,34,99,
2G1145S30G9350290,40,81,
2G1145S30G9350290,41,59,
2G1145S30G9350290,49,57,
2G1145S30G9350290,52,61,
2G1145S30G9350290,56,69,
2G1145S30G9350290,63,90,
1GKS2AKC3GR354503,3,13,Excessive Harsh Braking
1GKS2AKC3GR354503,6,74,
1GKS2AKC3GR354503,11,81,
1GKS2AKC3GR354503,17,62,
1GKS2AKC3GR354503,22,50,
1GKS2AKC3GR354503,26,81,
1GKS2AKC3GR354503,34,91,
1GKS2AKC3GR354503,40,68,
1GKS2AKC3GR354503,43,56,
1GKS2AKC3GR354503,50,68,
1GKS2AKC3GR354503,53,70,
1GKS2AKC3GR354503,58,8,Possible Defect
1GKS2AKC3GR354503,63,67,
2G1355S30G9953193,1,53,
2G1355S30G9953193,9,61,
2G1355S30G9953193,14,96,
2G1355S30G9953193,17,76,
2G1355S30G9953193,25,85,
2G1355S30G9953193,26,55,
2G1355S30G9953193,32,83,
2G1355S30G9953193,40,84,
2G1355S30G9953193,43,52,
2G1355S30G9953193,48,72,
2G1355S30G9953193,53,89,
2G1355S30G9953193,58,95,
2G1355S30G9953193,63,97,
1FAHP2F36GG304183,1,67,
1FAHP2F36GG304183,8,68,
1FAHP2F36GG304183,11,90,
1FAHP2F36GG304183,18,98,
1FAHP2F36GG304183,22,68,
1FAHP2F36GG304183,27,99,
1FAHP2F36GG304183,35,99,
1FAHP2F36GG304183,37,86,
1FAHP2F36GG304183,44,81,
1FAHP2F36GG304183,47,51,
1FAHP2F36GG304183,52,70,
1FAHP2F36GG304183,60,87,
1FAHP2F36GG304183,64,92,
2G1355S30G9251409,5,96,
2G1355S30G9251409,8,59,
2G1355S30G9251409,12,84,
2G1355S30G9251409,20,82,
2G1355S30G9251409,24,55,
2G1355S30G9251409,26,85,
2G1355S30G9251409,33,95,
2G1355S30G9251409,40,79,
2G1355S30G9251409,44,85,
2G1355S30G9251409,47,71,
2G1355S30G9251409,54,84,
2G1355S30G9251409,58,76,
2G1355S30G9251409,61,97,
1GKS2AKC3GR128740,2,99,
1GKS2AKC3GR128740,7,94,
1GKS2AKC3GR128740,13,85,
1GKS2AKC3GR128740,17,70,
1GKS2AKC3GR128740,23,87,
1GKS2AKC3GR128740,27,88,
1GKS2AKC3GR128740,31,88,
1GKS2AKC3GR128740,39,48,
1GKS2AKC3GR128740,42,65,
1GKS2AKC3GR128740,50,79,
1GKS2AKC3GR128740,52,70,
1GKS2AKC3GR128740,59,62,
1GKS2AKC3GR128740,62,82,
2G1378S30G9840082,3,65,
2G1378S30G9840082,8,84,
2G1378S30G9840082,14,88,
2G1378S30G9840082,19,59,
2G1378S30G9840082,24,66,
2G1378S30G9840082,30,92,
2G1378S30G9840082,31,63,
2G1378S30G9840082,38,69,
2G1378S30G9840082,43,64,
2G1378S30G9840082,48,49,
2G1378S30G9840082,51,75,
2G1378S30G9840082,59,68,
2G1378S30G9840082,65,51,
1HAS4AKC3GR285620,2,65,
1HAS4AKC3GR285620,6,71,
1HAS4AKC3GR285620,11,74,
1HAS4AKC3GR285620,19,75,
1HAS4AKC3GR285620,24,60,
1HAS4AKC3GR285620,26,95,
1HAS4AKC3GR285620,34,82,
1HAS4AKC3GR285620,37,61,
1HAS4AKC3GR285620,43,57,
1HAS4AKC3GR285620,49,86,
1HAS4AKC3GR285620,54,99,
1HAS4AKC3GR285620,57,46,
1HAS4AKC3GR285620,64,82,
1FAHP1F85GG987059,2,75,
1FAHP1F85GG987059,9,90,
1FAHP1F85GG987059,15,55,
1FAHP1F85GG987059,16,78,
1FAHP1F85GG987059,21,54,
1FAHP1F85GG987059,26,54,
1FAHP1F85GG987059,33,50,
1FAHP1F85GG987059,36,84,
1FAHP1F85GG987059,41,81,
1FAHP1F85GG987059,47,59,
1FAHP1F85GG987059,51,85,
1FAHP1F85GG987059,60,91,
1FAHP1F85GG987059,63,85,
2G1378S30G9539713,1,68,
2G1378S30G9539713,9,29,Excessive Harsh Braking
2G1378S30G9539713,15,62,
2G1378S30G9539713,19,71,
2G1378S30G9539713,25,90,
2G1378S30G9539713,28,65,
2G1378S30G9539713,34,63,
2G1378S30G9539713,40,94,
2G1378S30G9539713,42,56,
2G1378S30G9539713,48,63,
2G1378S30G9539713,51,53,
2G1378S30G9539713,57,99,
2G1378S30G9539713,62,61,
2G1145S30G9202698,3,94,
2G1145S30G9202698,10,48,
2G1145S30G9202698,13,60,
2G1145S30G9202698,16,52,
2G1145S30G9202698,24,97,
2G1145S30G9202698,30,55,
2G1145S30G9202698,35,53,
2G1145S30G9202698,40,48,
2G1145S30G9202698,45,82,
2G1145S30G9202698,46,69,
2G1145S30G9202698,55,96,
2G1145S30G9202698,60,49,
2G1145S30G9202698,62,61,
2G1355S30G9429719,3,87,
2G1355S30G9429719,10,50,
2G1355S30G9429719,11,62,
2G1355S30G9429719,19,98,
2G1355S30G9429719,23,96,
2G1355S30G9429719,29,66,
2G1355S30G9429719,33,65,
2G1355S30G9429719,36,94,
2G1355S30G9429719,44,50,
2G1355S30G9429719,49,97,
2G1355S30G9429719,55,58,
2G1355S30G9429719,59,92,
2G1355S30G9429719,61,63,
1FAHP2F85GG567542,1,67,
1FAHP2F85GG567542,9,51,
1FAHP2F85GG567542,15,88,
1FAHP2F85GG567542,20,90,
1FAHP2F85GG567542,22,96,
1FAHP2F85GG567542,29,95,
1FAHP2F85GG567542,34,48,
1FAHP2F85GG567542,36,97,
1FAHP2F85GG567542,41,78,
1FAHP2F85GG567542,49,45,
1FAHP2F85GG567542,53,92,
1FAHP2F85GG567542,57,29,Normal Wear
1FAHP2F85GG567542,65,77,
1FAHP2F36GG676004,5,45,
1FAHP2F36GG676004,7,68,
1FAHP2F36GG676004,14,64,
1FAHP2F36GG676004,19,59,
1FAHP2F36GG676004,24,88,
1FAHP2F36GG676004,29,68,
1FAHP2F36GG676004,32,76,
1FAHP2F36GG676004,36,48,
1FAHP2F36GG676004,41,75,
1FAHP2F36GG676004,46,46,
1FAHP2F36GG676004,51,53,
1FAHP2F36GG676004,59,92,
1FAHP2F36GG676004,64,58,
1FAHP2F36GG276196,4,65,
1FAHP2F36GG276196,8,65,
1FAHP2F36GG276196,14,58,
1FAHP2F36GG276196,17,62,
1FAHP2F36GG276196,21,98,
1FAHP2F36GG276196,29,52,
1FAHP2F36GG276196,34,13,Possible Defect
1FAHP2F36GG276196,39,55,
1FAHP2F36GG276196,44,57,
1FAHP2F36GG276196,46,64,
1FAHP2F36GG276196,54,66,
1FAHP2F36GG276196,57,69,
1FAHP2F36GG276196,65,73,
1FAHP2F36GG243358,1,98,
1FAHP2F36GG243358,7,53,
1FAHP2F36GG243358,14,78,
1FAHP2F36GG243358,20,55,
1FAHP2F36GG243358,24,94,
1FAHP2F36GG243358,29,81,
1FAHP2F36GG243358,34,63,
1FAHP2F36GG243358,37,81,
1FAHP2F36GG243358,43,71,
1FAHP2F36GG243358,50,79,
1FAHP2F36GG243358,54,97,
1FAHP2F36GG243358,59,65,
1FAHP2F36GG243358,65,52,
1HAS4AKC3GR938927,3,52,
1HAS4AKC3GR938927,9,53,
1HAS4AKC3GR938927,12,76,
1HAS4AKC3GR938927,16,76,
1HAS4AKC3GR938927,21,51,
1HAS4AKC3GR938927,30,53,
1HAS4AKC3GR938927,35,62,
1HAS4AKC3GR938927,37,65,
1HAS4AKC3GR938927,41,93,
1HAS4AKC3GR938927,49,93,
1HAS4AKC3GR938927,54,48,
1HAS4AKC3GR938927,60,79,
1HAS4AKC3GR938927,65,96,
1FAHP2F36GG149222,3,55,
1FAHP2F36GG149222,10,78,
1FAHP2F36GG149222,14,64,
1FAHP2F36GG149222,16,87,
1FAHP2F36GG149222,23,84,
1FAHP2F36GG149222,26,61,
1FAHP2F36GG149222,33,76,
1FAHP2F36GG149222,36,69,
1FAHP2F36GG149222,42,89,
1FAHP2F36GG149222,46,72,
1FAHP2F36GG149222,51,65,
1FAHP2F36GG149222,59,57,
1FAHP2F36GG149222,64,57,
1FAHP2F85GG650436,4,90,
1FAHP2F85GG650436,8,47,
1FAHP2F85GG650436,11,86,
1FAHP2F85GG650436,20,46,
1FAHP2F85GG650436,21,54,
1FAHP2F85GG650436,29,86,
1FAHP2F85GG650436,33,47,
1FAHP2F85GG650436,40,69,
1FAHP2F85GG650436,44,97,
1FAHP2F85GG650436,47,47,
1FAHP2F85GG650436,54,68,
1FAHP2F85GG650436,56,61,
1FAHP2F85GG650436,61,95,
1HAS4AKC3GR911889,5,69,
1HAS4AKC3GR911889,9,78,
1HAS4AKC3GR911889,13,55,
1HAS4AKC3GR911889,19,57,
1HAS4AKC3GR911889,22,57,
1HAS4AKC3GR911889,26,46,
1HAS4AKC3GR911889,32,81,
1HAS4AKC3GR911889,40,7,Possible Defect
1HAS4AKC3GR911889,42,39,
1HAS4AKC3GR911889,50,96,
1HAS4AKC3GR911889,53,94,
1HAS4AKC3GR911889,57,50,
1HAS4AKC3GR911889,64,45,
1FAHP1F85GG436924,5,91,
1FAHP1F85GG436924,9,93,
1FAHP1F85GG436924,15,95,
1FAHP1F85GG436924,18,99,
1FAHP1F85GG436924,23,60,
1FAHP1F85GG436924,28,63,
1FAHP1F85GG436924,33,90,
1FAHP1F85GG436924,36,48,
1FAHP1F85GG436924,42,71,
1FAHP1F85GG436924,50,84,
1FAHP1F85GG436924,55,60,
1FAHP1F85GG436924,57,85,
1FAHP1F85GG436924,62,55,
1GKS2AKC3GR961845,4,57,
1GKS2AKC3GR961845,7,71,
1GKS2AKC3GR961845,13,51,
1GKS2AKC3GR961845,17,88,
1GKS2AKC3GR961845,22,72,
1GKS2AKC3GR961845,29,75,
1GKS2AKC3GR961845,31,83,
1GKS2AKC3GR961845,37,61,
1GKS2AKC3GR961845,42,71,
1GKS2AKC3GR961845,47,92,
1GKS2AKC3GR961845,52,86,
1GKS2AKC3GR961845,57,99,
1GKS2AKC3GR961845,65,60,
1FAHP2F85GG173694,1,85,
1FAHP2F85GG173694,8,67,
1FAHP2F85GG173694,15,66,
1FAHP2F85GG173694,20,83,
1FAHP2F85GG173694,23,79,
1FAHP2F85GG173694,28,62,
1FAHP2F85GG173694,34,72,
1FAHP2F85GG173694,39,84,
1FAHP2F85GG173694,44,61,
1FAHP2F85GG173694,46,66,
1FAHP2F85GG173694,53,45,
1FAHP2F85GG173694,57,83,
1FAHP2F85GG173694,61,80,
1FAHP2F85GG501195,4,96,
1FAHP2F85GG501195,7,89,
1FAHP2F85GG501195,15,81,
1FAHP2F85GG501195,18,47,
1FAHP2F85GG501195,25,14,Excessive Wear from Vehicle Inactivity
1FAHP2F85GG501195,26,61,
1FAHP2F85GG501195,32,51,
1FAHP2F85GG501195,39,95,
1FAHP2F85GG501195,44,63,
1FAHP2F85GG501195,49,48,
1FAHP2F85GG501195,54,99,
1FAHP2F85GG501195,56,48,
1FAHP2F85GG501195,63,52,
2G1355S30G9405300,3,20,Normal Wear
2G1355S30G9405300,7,62,
2G1355S30G9405300,14,67,
2G1355S30G9405300,17,91,
2G1355S30G9405300,23,54,
2G1355S30G9405300,26,46,
2G1355S30G9405300,33,59,
2G1355S30G9405300,39,95,
2G1355S30G9405300,45,65,
2G1355S30G9405300,48,49,
2G1355S30G9405300,51,51,
2G1355S30G9405300,58,98,
2G1355S30G9405300,64,67,
1HAS4AKC3GR713815,3,62,
1HAS4AKC3GR713815,7,68,
1HAS4AKC3GR713815,11,95,
1HAS4AKC3GR713815,18,89,
1HAS4AKC3GR713815,22,58,
1HAS4AKC3GR713815,29,74,
1HAS4AKC3GR713815,35,76,
1HAS4AKC3GR713815,36,80,
1HAS4AKC3GR713815,45,97,
1HAS4AKC3GR713815,47,78,
1HAS4AKC3GR713815,51,69,
1HAS4AKC3GR713815,59,73,
1HAS4AKC3GR713815,64,59,
1HAS4AKC3GR322588,5,53,
1HAS4AKC3GR322588,10,61,
1HAS4AKC3GR322588,14,75,
1HAS4AKC3GR322588,19,85,
1HAS4AKC3GR322588,24,91,
1HAS4AKC3GR322588,29,53,
1HAS4AKC3GR322588,35,62,
1HAS4AKC3GR322588,36,69,
1HAS4AKC3GR322588,41,50,
1HAS4AKC3GR322588,49,87,
1HAS4AKC3GR322588,54,59,
1HAS4AKC3GR322588,57,62,
1HAS4AKC3GR322588,62,95,
1FAHP1F85GG717269,2,47,
1FAHP1F85GG717269,10,88,
1FAHP1F85GG717269,11,52,
1FAHP1F85GG717269,18,52,
1FAHP1F85GG717269,21,75,
1FAHP1F85GG717269,27,57,
1FAHP1F85GG717269,34,47,
1FAHP1F85GG717269,38,77,
1FAHP1F85GG717269,44,59,
1FAHP1F85GG717269,47,47,
1FAHP1F85GG717269,55,50,
1FAHP1F85GG717269,59,50,
1FAHP1F85GG717269,65,76,
1FAHP2F36GG263328,3,68,
1FAHP2F36GG263328,7,49,
1FAHP2F36GG263328,12,81,
1FAHP2F36GG263328,18,83,
1FAHP2F36GG263328,22,95,
1FAHP2F36GG263328,30,77,
1FAHP2F36GG263328,33,77,
1FAHP2F36GG263328,40,48,
1FAHP2F36GG263328,44,83,
1FAHP2F36GG263328,49,93,
1FAHP2F36GG263328,53,61,
1FAHP2F36GG263328,58,59,
1FAHP2F36GG263328,62,71,
1GKS2AKC3GR176008,5,70,
1GKS2AKC3GR176008,9,67,
1GKS2AKC3GR176008,11,75,
1GKS2AKC3GR176008,16,62,
1GKS2AKC3GR176008,21,51,
1GKS2AKC3GR176008,29,75,
1GKS2AKC3GR176008,35,53,
1GKS2AKC3GR176008,40,85,
1GKS2AKC3GR176008,44,66,
1GKS2AKC3GR176008,47,84,
1GKS2AKC3GR176008,51,51,
1GKS2AKC3GR176008,60,95,
1GKS2AKC3GR176008,62,96,
1GKS2AKC3GR751070,3,68,
1GKS2AKC3GR751070,7,85,
1GKS2AKC3GR751070,11,50,
1GKS2AKC3GR751070,18,45,
1GKS2AKC3GR751070,22,58,
1GKS2AKC3GR751070,27,77,
1GKS2AKC3GR751070,34,64,
1GKS2AKC3GR751070,39,88,
1GKS2AKC3GR751070,45,88,
1GKS2AKC3GR751070,49,87,
1GKS2AKC3GR751070,53,64,
1GKS2AKC3GR751070,57,82,
1GKS2AKC3GR751070,65,52,
2G1378S30G9719911,3,87,
2G1378S30G9719911,7,45,
2G1378S30G9719911,15,80,
2G1378S30G9719911,20,61,
2G1378S30G9719911,25,97,
2G1378S30G9719911,28,89,
2G1378S30G9719911,33,71,
2G1378S30G9719911,37,93,
2G1378S30G9719911,41,50,
2G1378S30G9719911,46,46,
2G1378S30G9719911,51,76,
2G1378S30G9719911,59,55,
2G1378S30G9719911,63,47,
2G1145S30G9582860,1,51,
2G1145S30G9582860,10,43,
2G1145S30G9582860,12,96,
2G1145S30G9582860,19,73,
2G1145S30G9582860,21,88,
2G1145S30G9582860,30,66,
2G1145S30G9582860,34,95,
2G1145S30G9582860,36,49,
2G1145S30G9582860,43,77,
2G1145S30G9582860,50,54,
2G1145S30G9582860,55,61,
2G1145S30G9582860,56,97,
2G1145S30G9582860,64,96,
1FAHP2F36GG225352,3,21,Possible Defect
1FAHP2F36GG225352,9,85,
1FAHP2F36GG225352,11,69,
1FAHP2F36GG225352,19,52,
1FAHP2F36GG225352,23,49,
1FAHP2F36GG225352,26,99,
1FAHP2F36GG225352,32,59,
1FAHP2F36GG225352,39,74,
1FAHP2F36GG225352,44,56,
1FAHP2F36GG225352,49,58,
1FAHP2F36GG225352,53,93,
1FAHP2F36GG225352,58,46,
1FAHP2F36GG225352,61,75,
2G1378S30G9474214,2,86,
2G1378S30G9474214,10,54,
2G1378S30G9474214,13,62,
2G1378S30G9474214,16,67,
2G1378S30G9474214,25,74,
2G1378S30G9474214,27,53,
2G1378S30G9474214,32,95,
2G1378S30G9474214,37,72,
2G1378S30G9474214,42,90,
2G1378S30G9474214,46,88,
2G1378S30G9474214,54,49,
2G1378S30G9474214,57,55,
2G1378S30G9474214,64,90,
2G1145S30G9815170,1,62,
2G1145S30G9815170,6,9,Normal Wear
2G1145S30G9815170,15,90,
2G1145S30G9815170,16,62,
2G1145S30G9815170,21,98,
2G1145S30G9815170,26,53,
2G1145S30G9815170,31,86,
2G1145S30G9815170,38,62,
2G1145S30G9815170,43,86,
2G1145S30G9815170,46,58,
2G1145S30G9815170,54,91,
2G1145S30G9815170,58,80,
2G1145S30G9815170,62,73,
1FAHP2F85GG495138,4,99,
1FAHP2F85GG495138,6,73,
1FAHP2F85GG495138,13,71,
1FAHP2F85GG495138,16,58,
1FAHP2F85GG495138,23,78,
1FAHP2F85GG495138,30,80,
1FAHP2F85GG495138,32,67,
1FAHP2F85GG495138,40,86,
1FAHP2F85GG495138,43,90,
1FAHP2F85GG495138,49,55,
1FAHP2F85GG495138,51,96,
