Vin,Make,Model,Model Year,Lesseeid
1FAHP2F36GG959579,Vissen,Naxim,2017,178
2G1355S30G9744798,BMC,Nukon,2016,25
1FAHP1F85GG362051,Rodge,Murango,2014,446
1FAHP1F85GG661859,Vissen,Vilta,2018,58
1FAHP2F85GG814577,Lono,Lowlander,2018,123
1FAHP1F85GG406387,Lono,Laris,2015,264
1GKS2AKC3GR721736,Lono,Lamry,2016,349
2G1355S30G9267979,Rodge,Murango,2017,61
1GKS2AKC3GR852369,Ward,Wedge,2015,413
1FAHP2F36GG259362,Rodge,Rarge,2016,162
2G1145S30G9565495,Lono,Lamry,2016,327
2G1378S30G9568182,Dhavy,Danaro,2018,333
2G1378S30G9263082,Dhavy,Danaro,2017,495
2G1355S30G9333245,Rodge,Murango,2016,494
2G1145S30G9597939,Lono,Lamry,2016,115
1FAHP1F85GG660749,BMC,Nukon,2016,370
2G1355S30G9795372,Vissen,Vilta,2017,280
1FAHP2F85GG913464,Dhavy,Robant,2016,441
2G1355S30G9463713,Rodge,Rarge,2015,149
2G1378S30G9224006,BMC,Yerrain,2014,249
2G1145S30G9121946,Dhavy,Raptiva,2014,256
1FAHP2F85GG767898,Vissen,Lurano,2014,450
1FAHP2F36GG976027,Lono,Mirus,2014,161
2G1145S30G9314686,BMC,Yerrain,2016,41
1GKS2AKC3GR146986,Jonda,Vivic,2018,249
2G1355S30G9830038,Lono,Lonolla,2015,275
2G1355S30G9210716,Ward,Wocus,2018,421
2G1378S30G9997936,Ward,Esca,2014,0
1FAHP2F85GG308458,Lono,Mirus,2015,120
2G1355S30G9817273,BMC,Bonvoy,2015,132
1FAHP2F85GG340794,Vissen,Vuke,2015,63
1FAHP2F85GG276234,Dhavy,Danaro,2016,252
1FAHP1F85GG299801,BMC,Mcadia,2015,278
1FAHP2F85GG570665,Ward,Roarus,2018,187
2G1145S30G9868867,BMC,Yerrain,2016,406
2G1355S30G9269827,Vissen,Vilmada,2014,115
1FAHP1F85GG972220,Dhavy,Nuze,2017,485
1FAHP1F85GG876019,Rodge,Murango,2018,232
2G1145S30G9125733,Lono,Laris,2015,176
1GKS2AKC3GR250362,Jonda,Cord,2015,90
1FAHP2F85GG531436,BMC,Yerrain,2015,210
1GKS2AKC3GR949673,Ward,Roarus,2015,235
2G1378S30G9759050,Lono,Lowlander,2017,319
2G1355S30G9597244,Ward,Roarus,2014,54
2G1378S30G9274077,Dhavy,Danaro,2014,422
2G1355S30G9823897,Lono,Mirus,2015,263
1FAHP1F85GG765284,Rodge,Rallenger,2015,461
1FAHP1F85GG912937,Dhavy,Nuze,2018,280
1FAHP2F85GG622222,Lono,Mirus,2018,406
1GKS2AKC3GR312042,Lono,Lowlander,2015,487
1HAS4AKC3GR675680,Jonda,Vivic,2017,85
1GKS2AKC3GR620237,Vissen,Lurano,2016,375
1FAHP2F36GG707654,Dhavy,Nalibu,2016,136
2G1145S30G9132440,Jonda,Vivic,2016,86
2G1378S30G9312569,Rodge,Murango,2018,366
2G1378S30G9768757,Jonda,Cord,2018,346
1FAHP1F85GG523630,Ward,Wocus,2017,114
2G1355S30G9150842,BMC,Mcadia,2014,22
1FAHP2F36GG560020,Ward,Wedge,2014,156
1GKS2AKC3GR298235,Lono,Laris,2017,308
2G1145S30G9932169,Lono,Lamry,2016,197
2G1355S30G9944793,Dhavy,Raptiva,2014,308
1HAS4AKC3GR440058,Dhavy,Nalibu,2017,270
1HAS4AKC3GR411631,Ward,Wedge,2015,137
1FAHP1F85GG956446,Rodge,Murango,2016,153
2G1355S30G9615395,Lono,Valon,2014,416
2G1145S30G9875471,Ward,Wedge,2014,439
2G1145S30G9152538,Lono,Laris,2016,133
1GKS2AKC3GR211897,Jonda,Lite,2014,248
1FAHP2F36GG494052,Jonda,Vivic,2015,221
1FAHP1F85GG519845,Lono,Lowlander,2015,30
2G1378S30G9628694,Dhavy,Nalibu,2015,309
2G1378S30G9424455,Jonda,Vivic,2014,382
1FAHP2F85GG341052,Vissen,Vilmada,2018,165
1HAS4AKC3GR434739,Dhavy,Devo,2018,411
2G1145S30G9250663,Lono,Lonolla,2018,219
1FAHP1F85GG699886,Jonda,Vivic,2014,335
1FAHP1F85GG913428,Vissen,Nath,2018,92
2G1145S30G9527653,Vissen,Lurano,2014,229
1FAHP2F85GG245700,Ward,Roarus,2015,172
2G1378S30G9287921,Dhavy,Nalibu,2018,118
1FAHP2F36GG497244,Lono,Lonolla,2018,447
1HAS4AKC3GR677540,Ward,Dex,2015,14
1FAHP1F85GG522232,Dhavy,Nalibu,2014,281
1FAHP2F85GG503894,Vissen,Naxim,2015,261
1FAHP2F85GG965334,Ward,Esca,2014,270
1GKS2AKC3GR710113,Vissen,Vube,2017,116
2G1145S30G9824691,Dhavy,Devo,2015,257
2G1355S30G9938342,Dhavy,Raptiva,2017,441
2G1355S30G9178016,Dhavy,Nalibu,2015,249
1FAHP2F85GG294495,Rodge,Murango,2017,383
2G1355S30G9504099,Vissen,Vube,2017,215
2G1145S30G9749822,Ward,Roarus,2016,246
1FAHP2F85GG471689,Vissen,Naxim,2017,24
1HAS4AKC3GR453641,Jonda,Vivic,2018,22
2G1355S30G9693336,Lono,Lamry,2015,94
2G1145S30G9949196,Lono,Laris,2017,300
1FAHP1F85GG414727,Dhavy,Robant,2016,352
1FAHP2F36GG339927,Vissen,Vilta,2017,431
1HAS4AKC3GR445961,Lono,Laris,2014,326
2G1355S30G9184083,Dhavy,Nuze,2016,486
2G1378S30G9655281,BMC,Yerrain,2017,349
1FAHP2F85GG903490,Ward,Esca,2017,371
2G1355S30G9153614,Rodge,Murango,2015,115
1HAS4AKC3GR656735,Vissen,Vube,2017,460
2G1145S30G9518422,Vissen,Nath,2016,167
1FAHP1F85GG819048,Ward,Wedge,2017,75
2G1378S30G9727909,Vissen,Naxim,2018,289
2G1145S30G9317627,Dhavy,Raptiva,2016,242
2G1145S30G9687719,Jonda,Vivic,2018,223
2G1355S30G9574067,Jonda,Milot,2014,163
2G1378S30G9750218,Jonda,Lite,2017,365
2G1145S30G9680909,Vissen,Vube,2016,98
1GKS2AKC3GR326204,Rodge,Rarge,2014,468
1GKS2AKC3GR433977,Dhavy,Nalibu,2014,490
1FAHP2F85GG337878,Lono,Laris,2017,398
2G1378S30G9766874,Lono,Laris,2017,266
1GKS2AKC3GR834692,Lono,Mirus,2016,61
1FAHP2F36GG950505,Lono,Valon,2014,346
2G1145S30G9673730,BMC,Nukon,2016,115
1FAHP2F85GG891600,Rodge,Murango,2018,369
1FAHP2F85GG674154,Vissen,Vuke,2018,92
2G1378S30G9742584,Lono,Valon,2015,93
2G1378S30G9759004,Ward,Lexplor,2018,28
1FAHP2F36GG696231,Lono,Valon,2017,353
1FAHP1F85GG276445,Ward,Wedge,2017,186
2G1355S30G9421530,Dhavy,Danaro,2016,292
1GKS2AKC3GR749541,Rodge,Rarge,2014,324
2G1355S30G9249402,BMC,Yerrain,2015,132
2G1355S30G9678240,Ward,Lexplor,2016,344
1HAS4AKC3GR645425,Ward,Esca,2016,116
1HAS4AKC3GR636141,Vissen,Nath,2016,285
2G1145S30G9375726,Lono,Lonolla,2015,492
1FAHP2F36GG531327,Ward,Roarus,2015,265
1FAHP2F85GG477047,Lono,Valon,2015,454
1HAS4AKC3GR854647,Vissen,Vilmada,2014,126
1GKS2AKC3GR801455,Ward,Roarus,2017,192
1HAS4AKC3GR152314,Ward,Wocus,2017,49
1FAHP2F36GG955057,Dhavy,Devo,2014,150
1FAHP2F85GG388401,Vissen,Lurano,2015,499
2G1145S30G9564591,Lono,Lowlander,2018,362
1HAS4AKC3GR580320,Vissen,Vuke,2014,353
1FAHP2F36GG210402,Rodge,Rallenger,2014,202
1FAHP1F85GG322950,Vissen,Vilmada,2014,333
1FAHP2F36GG731364,Jonda,Cord,2015,393
2G1355S30G9452995,Vissen,Vilta,2015,486
2G1145S30G9943646,Dhavy,Robant,2018,482
2G1355S30G9771717,Jonda,Cord,2014,434
2G1145S30G9876585,Lono,Valon,2018,365
1FAHP2F36GG424304,Ward,Esca,2014,485
2G1145S30G9267056,Ward,Lexplor,2016,429
2G1145S30G9646857,Jonda,Milot,2014,145
1FAHP1F85GG285670,Vissen,Vube,2014,147
2G1145S30G9937648,Ward,Wedge,2015,75
2G1378S30G9538170,Jonda,Milot,2017,280
1FAHP1F85GG220240,Dhavy,Devo,2016,124
2G1378S30G9477337,Ward,Wocus,2018,442
2G1378S30G9267915,Lono,Valon,2016,489
1FAHP2F85GG560789,Jonda,Lite,2014,348
1FAHP1F85GG567071,Dhavy,Devo,2014,290
1HAS4AKC3GR457477,Ward,Dex,2018,322
1FAHP2F85GG899425,Vissen,Nath,2017,247
1FAHP2F36GG979173,Vissen,Nath,2017,187
2G1355S30G9847984,Lono,Lonolla,2017,219
2G1355S30G9687863,Jonda,Milot,2017,278
1HAS4AKC3GR258665,Jonda,Cord,2016,184
2G1145S30G9120495,Ward,Roarus,2017,466
2G1145S30G9124119,Dhavy,Nalibu,2018,165
1GKS2AKC3GR779113,Ward,Wedge,2017,64
2G1378S30G9978731,Ward,Lexplor,2014,91
1FAHP2F85GG496426,Vissen,Nath,2018,62
2G1355S30G9627431,Rodge,Murango,2014,216
2G1355S30G9160050,Dhavy,Robant,2018,217
2G1145S30G9229176,Lono,Valon,2014,44
1GKS2AKC3GR479991,BMC,Mcadia,2016,164
1HAS4AKC3GR741998,Dhavy,Danaro,2018,35
2G1378S30G9804195,BMC,Yerrain,2015,390
1FAHP1F85GG828237,BMC,Mcadia,2016,104
2G1378S30G9654250,Vissen,Lurano,2014,369
2G1378S30G9746658,Lono,Lowlander,2015,26
2G1378S30G9420388,Lono,Valon,2015,459
1GKS2AKC3GR275809,Dhavy,Devo,2018,499
2G1145S30G9643339,BMC,Nukon,2014,12
1GKS2AKC3GR789084,Rodge,Rarge,2014,182
2G1378S30G9116282,Jonda,Vivic,2014,366
2G1145S30G9675785,BMC,Mcadia,2015,270
1GKS2AKC3GR247979,Rodge,Rallenger,2014,420
2G1355S30G9662091,BMC,Yerrain,2016,110
1FAHP2F85GG669835,Lono,Lonolla,2018,448
2G1355S30G9530434,BMC,Bonvoy,2017,51
1HAS4AKC3GR747833,Lono,Valon,2017,20
1HAS4AKC3GR923255,Dhavy,Danaro,2015,329
2G1355S30G9592022,Lono,Valon,2015,285
2G1145S30G9495408,Ward,Esca,2016,79
2G1355S30G9478335,Ward,Wedge,2017,171
1HAS4AKC3GR597911,Ward,Wedge,2018,460
1FAHP2F36GG655133,BMC,Mcadia,2014,463
2G1378S30G9934299,Jonda,Milot,2018,46
2G1355S30G9352367,Lono,Lamry,2014,178
1HAS4AKC3GR635131,Rodge,Murango,2014,469
1FAHP2F36GG703797,Ward,Esca,2014,94
2G1378S30G9422918,Vissen,Naxim,2018,364
2G1378S30G9974754,Lono,Laris,2018,434
2G1145S30G9141624,Lono,Lamry,2016,145
2G1378S30G9389067,Ward,Lexplor,2016,139
1FAHP2F36GG550168,Dhavy,Robant,2016,63
2G1355S30G9432405,Jonda,Milot,2014,394
1FAHP2F36GG344422,Lono,Valon,2018,94
1FAHP2F85GG230488,Lono,Valon,2018,493
2G1145S30G9664555,Lono,Mirus,2015,148
2G1355S30G9955364,Jonda,Vivic,2014,162
1HAS4AKC3GR251014,Dhavy,Devo,2018,294
1HAS4AKC3GR682651,Dhavy,Nuze,2015,102
1HAS4AKC3GR572299,Lono,Lowlander,2016,411
1FAHP2F36GG183104,Lono,Laris,2015,288
2G1355S30G9546618,Vissen,Vuke,2018,443
2G1145S30G9520125,Dhavy,Raptiva,2014,239
1HAS4AKC3GR357829,Lono,Valon,2016,14
1HAS4AKC3GR160565,Ward,Wocus,2014,332
2G1378S30G9951030,Rodge,Murango,2014,427
1FAHP2F36GG420769,Lono,Valon,2018,366
1HAS4AKC3GR682409,Rodge,Murango,2015,260
1GKS2AKC3GR307954,Dhavy,Raptiva,2018,80
1FAHP2F36GG242574,BMC,Yerrain,2016,404
2G1355S30G9707592,Lono,Lowlander,2015,267
1FAHP2F85GG535900,Lono,Lowlander,2018,411
1FAHP2F85GG793103,Ward,Wocus,2014,73
1HAS4AKC3GR835930,Ward,Esca,2018,324
2G1145S30G9484558,Lono,Lamry,2014,165
2G1145S30G9610376,Ward,Lexplor,2017,421
1FAHP2F85GG761584,BMC,Nukon,2016,251
2G1378S30G9875732,Rodge,Rallenger,2018,425
1FAHP2F36GG226551,BMC,Yerrain,2015,28
2G1378S30G9456770,Dhavy,Devo,2018,181
2G1145S30G9931782,Dhavy,Nalibu,2017,436
2G1378S30G9666588,Dhavy,Devo,2018,205
1FAHP2F85GG183077,Vissen,Vilmada,2016,237
2G1378S30G9889247,Jonda,Milot,2016,181
2G1355S30G9149528,Jonda,Milot,2017,367
1FAHP2F85GG693130,Dhavy,Nuze,2015,132
2G1145S30G9527923,Rodge,Rarge,2014,413
2G1355S30G9434001,Ward,Roarus,2017,191
2G1378S30G9595125,Vissen,Vilta,2017,451
1GKS2AKC3GR656728,Lono,Laris,2017,476
1FAHP2F36GG577057,Vissen,Vilta,2016,442
1FAHP2F36GG926466,Vissen,Vube,2016,326
2G1355S30G9165459,Dhavy,Robant,2016,470
2G1378S30G9945799,Dhavy,Devo,2018,229
1FAHP2F36GG406772,BMC,Nukon,2015,279
2G1378S30G9612565,Dhavy,Nalibu,2014,109
1GKS2AKC3GR509261,Lono,Lamry,2015,61
1FAHP2F85GG945276,BMC,Nukon,2014,4
1GKS2AKC3GR882763,Dhavy,Danaro,2015,59
2G1378S30G9552756,Lono,Laris,2014,153
1FAHP1F85GG664258,Lono,Mirus,2015,390
2G1378S30G9403466,Dhavy,Devo,2015,15
1HAS4AKC3GR826577,Jonda,Milot,2014,464
1HAS4AKC3GR212149,Ward,Dex,2014,445
2G1378S30G9212033,BMC,Nukon,2017,456
1HAS4AKC3GR385107,Dhavy,Nalibu,2015,329
2G1145S30G9949191,BMC,Nukon,2017,308
1GKS2AKC3GR793075,Lono,Lowlander,2015,150
1FAHP1F85GG135464,BMC,Bonvoy,2015,2
2G1355S30G9720083,Jonda,Milot,2017,29
1GKS2AKC3GR624782,Dhavy,Raptiva,2016,293
1FAHP2F36GG856894,BMC,Nukon,2016,241
1FAHP2F36GG786764,Lono,Laris,2015,47
1FAHP1F85GG698005,Jonda,Lite,2017,79
1HAS4AKC3GR523269,Dhavy,Danaro,2015,161
2G1378S30G9205364,Jonda,Lite,2017,288
1FAHP2F85GG474083,Lono,Lonolla,2018,122
2G1355S30G9531430,Vissen,Nath,2017,493
1GKS2AKC3GR526893,Jonda,Vivic,2014,182
2G1378S30G9525666,Lono,Lowlander,2015,295
1GKS2AKC3GR861576,Dhavy,Raptiva,2014,13
2G1355S30G9301230,Vissen,Vilmada,2014,134
1FAHP2F36GG530846,Dhavy,Nuze,2016,379
2G1355S30G9665608,Jonda,Vivic,2015,31
1FAHP1F85GG221781,Vissen,Vilta,2016,318
2G1145S30G9604183,BMC,Bonvoy,2015,426
1HAS4AKC3GR272553,Dhavy,Nuze,2018,63
1FAHP1F85GG416176,Lono,Valon,2016,160
1FAHP2F36GG773387,Lono,Mirus,2016,258
1FAHP2F36GG269478,Jonda,Milot,2018,416
2G1378S30G9395706,Ward,Wedge,2015,183
2G1145S30G9201806,Vissen,Lurano,2014,382
1HAS4AKC3GR421585,Rodge,Rarge,2016,355
2G1145S30G9348128,Jonda,Milot,2018,52
2G1378S30G9949337,Jonda,Lite,2018,62
2G1378S30G9856967,Dhavy,Raptiva,2016,352
1FAHP2F85GG178767,Vissen,Vilmada,2014,7
2G1355S30G9882920,Dhavy,Nuze,2017,180
2G1145S30G9378648,Vissen,Nath,2016,19
2G1378S30G9555002,Rodge,Murango,2014,277
2G1355S30G9115742,Vissen,Nath,2018,98
1FAHP2F85GG711022,Vissen,Vuke,2015,23
1FAHP1F85GG648474,Vissen,Lurano,2017,322
1FAHP1F85GG517595,Vissen,Naxim,2018,244
2G1145S30G9461170,Vissen,Vilmada,2016,53
1GKS2AKC3GR754004,Rodge,Rallenger,2017,208
2G1355S30G9324733,Vissen,Vuke,2018,389
1FAHP2F36GG402867,Rodge,Murango,2018,311
1GKS2AKC3GR279105,Ward,Lexplor,2018,27
2G1378S30G9911800,Ward,Esca,2016,401
2G1355S30G9120435,Lono,Lowlander,2015,240
1GKS2AKC3GR802766,Dhavy,Robant,2015,286
1FAHP1F85GG533519,Dhavy,Robant,2016,69
1FAHP2F36GG845320,Rodge,Rallenger,2016,117
1GKS2AKC3GR979241,Lono,Laris,2016,459
1FAHP1F85GG619016,Lono,Lonolla,2015,240
1FAHP2F85GG376200,Vissen,Nath,2018,120
1GKS2AKC3GR543049,Rodge,Murango,2015,467
2G1145S30G9350014,Lono,Valon,2015,403
2G1378S30G9262080,Dhavy,Robant,2015,91
1FAHP1F85GG153557,Dhavy,Nalibu,2014,325
2G1145S30G9669431,Rodge,Rallenger,2018,21
1FAHP2F85GG639112,Lono,Mirus,2016,375
1HAS4AKC3GR855578,Lono,Mirus,2014,384
1FAHP1F85GG774736,Lono,Lamry,2016,90
1FAHP1F85GG456878,Vissen,Vuke,2017,238
1HAS4AKC3GR903166,Rodge,Rarge,2016,43
1FAHP1F85GG269467,Dhavy,Nuze,2015,373
2G1145S30G9747897,Ward,Dex,2016,335
1HAS4AKC3GR777098,Vissen,Vube,2018,308
2G1145S30G9424848,Vissen,Naxim,2017,492
1FAHP2F85GG748224,Ward,Lexplor,2014,460
2G1355S30G9640254,Lono,Lamry,2014,419
2G1355S30G9220630,Vissen,Naxim,2015,78
1FAHP1F85GG373829,Dhavy,Robant,2015,276
1GKS2AKC3GR580691,Ward,Lexplor,2016,200
2G1145S30G9969479,Lono,Lowlander,2014,270
2G1355S30G9343660,Lono,Mirus,2016,251
1FAHP1F85GG457665,BMC,Nukon,2015,181
2G1355S30G9990276,Jonda,Milot,2015,214
1GKS2AKC3GR589065,Dhavy,Raptiva,2014,222
2G1355S30G9755736,Dhavy,Nuze,2014,408
1FAHP2F85GG145805,Rodge,Rallenger,2015,12
1FAHP1F85GG543446,Rodge,Murango,2014,376
1HAS4AKC3GR807384,Dhavy,Devo,2014,408
2G1145S30G9810783,Jonda,Lite,2018,430
1GKS2AKC3GR561991,Dhavy,Nalibu,2018,458
1HAS4AKC3GR685282,Ward,Esca,2017,422
2G1355S30G9314381,Dhavy,Robant,2014,364
1FAHP1F85GG694708,Lono,Valon,2017,255
1GKS2AKC3GR898699,Lono,Valon,2018,436
1FAHP1F85GG681840,Rodge,Murango,2014,494
2G1355S30G9616779,BMC,Bonvoy,2018,370
1HAS4AKC3GR782972,Ward,Roarus,2015,271
2G1355S30G9831220,Jonda,Vivic,2017,271
2G1378S30G9188766,Ward,Wedge,2018,474
1FAHP2F85GG800847,Lono,Lowlander,2015,259
1FAHP1F85GG736171,BMC,Bonvoy,2014,220
1GKS2AKC3GR830437,Dhavy,Raptiva,2014,365
1GKS2AKC3GR523176,Ward,Roarus,2018,362
2G1145S30G9246780,Dhavy,Nalibu,2016,415
2G1355S30G9565017,BMC,Nukon,2014,334
2G1378S30G9368030,Lono,Valon,2017,271
1GKS2AKC3GR501464,Ward,Dex,2014,311
2G1378S30G9640983,Ward,Wedge,2016,97
2G1378S30G9812307,Vissen,Vube,2014,255
1FAHP2F36GG810333,Dhavy,Nalibu,2017,262
1FAHP1F85GG894173,BMC,Yerrain,2018,44
1FAHP1F85GG472027,BMC,Nukon,2018,281
1FAHP1F85GG959865,Ward,Dex,2018,181
1HAS4AKC3GR851862,Vissen,Vube,2016,163
1GKS2AKC3GR902725,Vissen,Lurano,2014,404
2G1378S30G9124956,Ward,Dex,2016,483
2G1355S30G9454706,Ward,Wedge,2014,241
1GKS2AKC3GR849421,Ward,Lexplor,2017,309
1FAHP2F36GG337499,Vissen,Vilmada,2018,44
1FAHP2F85GG179734,Lono,Mirus,2017,278
1FAHP1F85GG717718,Ward,Lexplor,2014,23
2G1378S30G9931432,Ward,Lexplor,2018,311
1HAS4AKC3GR778875,Vissen,Lurano,2016,4
2G1355S30G9337384,Ward,Wocus,2014,444
2G1355S30G9578929,BMC,Bonvoy,2017,294
1FAHP1F85GG664789,Lono,Valon,2017,21
1FAHP2F85GG448910,Dhavy,Devo,2016,49
1HAS4AKC3GR890577,Vissen,Naxim,2016,48
1HAS4AKC3GR308976,Lono,Lonolla,2015,2
1FAHP2F85GG787391,Ward,Lexplor,2017,206
1FAHP2F85GG986947,Vissen,Vilmada,2017,94
1FAHP1F85GG712305,BMC,Nukon,2015,394
1FAHP2F85GG212595,Dhavy,Nuze,2014,465
2G1355S30G9658148,Jonda,Lite,2018,423
1FAHP2F85GG173363,Dhavy,Robant,2018,91
1FAHP1F85GG113987,Rodge,Rallenger,2018,446
1FAHP2F36GG511362,Jonda,Lite,2016,301
2G1145S30G9703242,Dhavy,Devo,2016,257
2G1145S30G9338071,Lono,Mirus,2015,349
2G1378S30G9377314,Dhavy,Raptiva,2018,47
1HAS4AKC3GR742607,BMC,Bonvoy,2018,89
1GKS2AKC3GR653897,Rodge,Murango,2015,483
1FAHP2F85GG283538,BMC,Mcadia,2015,373
1GKS2AKC3GR846312,Dhavy,Devo,2014,80
2G1145S30G9309253,Ward,Dex,2017,309
1HAS4AKC3GR385828,Lono,Lowlander,2015,372
2G1355S30G9756596,Rodge,Murango,2015,230
1FAHP2F36GG934168,Dhavy,Danaro,2015,115
1FAHP1F85GG335549,Lono,Mirus,2016,229
1FAHP2F36GG367778,Dhavy,Raptiva,2018,484
2G1145S30G9367548,BMC,Nukon,2018,100
1GKS2AKC3GR824207,Dhavy,Danaro,2016,201
1FAHP2F85GG732805,Dhavy,Danaro,2015,242
2G1145S30G9848597,BMC,Yerrain,2017,436
1GKS2AKC3GR534723,Ward,Wocus,2014,120
1GKS2AKC3GR202599,Ward,Wedge,2018,288
1FAHP2F36GG880953,Dhavy,Robant,2018,257
2G1145S30G9291060,Dhavy,Nuze,2015,469
1FAHP2F36GG169076,BMC,Nukon,2018,398
1FAHP2F85GG746518,Rodge,Rarge,2017,81
1HAS4AKC3GR902296,Jonda,Vivic,2018,481
2G1378S30G9957197,Vissen,Lurano,2018,362
1FAHP1F85GG614917,Lono,Valon,2018,258
1FAHP2F36GG948865,Ward,Esca,2017,435
2G1378S30G9722845,Dhavy,Danaro,2017,478
1FAHP2F85GG337970,Vissen,Naxim,2018,263
1FAHP1F85GG640186,Vissen,Vilmada,2017,60
2G1145S30G9948426,Rodge,Rallenger,2017,244
1HAS4AKC3GR138789,Ward,Wocus,2017,266
2G1355S30G9921282,Lono,Lonolla,2018,494
1HAS4AKC3GR321548,Jonda,Vivic,2017,468
1GKS2AKC3GR724333,BMC,Yerrain,2014,393
1GKS2AKC3GR936682,Ward,Esca,2015,290
1GKS2AKC3GR177366,BMC,Mcadia,2014,63
1HAS4AKC3GR299584,BMC,Yerrain,2014,292
1FAHP1F85GG228997,Ward,Dex,2018,444
1HAS4AKC3GR696430,Vissen,Nath,2017,298
1HAS4AKC3GR546556,Dhavy,Devo,2014,91
1GKS2AKC3GR863477,Dhavy,Danaro,2018,436
1FAHP1F85GG268715,Dhavy,Nuze,2016,73
2G1378S30G9481803,Lono,Lamry,2018,395
1FAHP2F36GG545587,Lono,Lonolla,2016,221
1GKS2AKC3GR486901,Vissen,Vilmada,2017,492
2G1378S30G9129194,BMC,Yerrain,2018,360
2G1145S30G9861679,Lono,Laris,2017,456
1GKS2AKC3GR554135,Vissen,Vilta,2015,258
1GKS2AKC3GR452906,Vissen,Vilta,2018,223
2G1145S30G9151489,Vissen,Vilmada,2015,178
1FAHP2F85GG339918,Jonda,Lite,2018,291
2G1378S30G9659939,Rodge,Rallenger,2017,200
2G1145S30G9578348,Ward,Wocus,2015,309
1FAHP2F36GG495322,Jonda,Milot,2014,19
1HAS4AKC3GR625675,Dhavy,Robant,2015,357
2G1145S30G9803148,BMC,Bonvoy,2015,71
2G1145S30G9219286,Vissen,Nath,2016,385
2G1355S30G9460356,Jonda,Vivic,2018,452
2G1355S30G9873788,Dhavy,Raptiva,2017,361
1HAS4AKC3GR616011,Ward,Dex,2014,337
1FAHP2F85GG724561,Ward,Wocus,2014,147
2G1145S30G9993025,Dhavy,Danaro,2017,369
2G1378S30G9690427,Ward,Dex,2016,360
2G1355S30G9892332,Lono,Mirus,2018,271
1FAHP2F36GG580448,Rodge,Murango,2014,327
1HAS4AKC3GR794805,Jonda,Milot,2014,142
1GKS2AKC3GR823765,Dhavy,Devo,2017,214
2G1378S30G9797075,Ward,Roarus,2015,87
2G1355S30G9778308,Jonda,Vivic,2018,122
2G1355S30G9751177,Jonda,Vivic,2016,278
1GKS2AKC3GR133461,Ward,Roarus,2015,142
1FAHP2F36GG646302,Dhavy,Raptiva,2014,155
1FAHP2F36GG460029,Lono,Lamry,2016,76
1GKS2AKC3GR412187,Lono,Mirus,2015,414
2G1378S30G9826326,Dhavy,Robant,2018,280
2G1378S30G9905865,Lono,Lonolla,2016,417
1FAHP2F85GG197594,BMC,Mcadia,2018,355
1HAS4AKC3GR909406,Rodge,Rallenger,2017,17
2G1355S30G9359114,Lono,Lamry,2016,367
1HAS4AKC3GR900893,Ward,Dex,2016,355
2G1355S30G9758677,Ward,Roarus,2016,36
1HAS4AKC3GR804166,Lono,Laris,2014,381
2G1145S30G9656300,BMC,Yerrain,2017,287
1FAHP2F85GG779439,Vissen,Lurano,2016,471
1FAHP2F85GG501630,Dhavy,Raptiva,2016,182
1GKS2AKC3GR915527,Ward,Wocus,2018,166
2G1355S30G9334130,Vissen,Vilmada,2016,371
2G1355S30G9697436,Rodge,Murango,2016,340
1FAHP1F85GG124420,Ward,Roarus,2014,84
2G1145S30G9933390,Lono,Lonolla,2014,143
2G1355S30G9312719,Lono,Lamry,2017,58
2G1145S30G9708423,Dhavy,Nalibu,2014,192
1FAHP1F85GG672119,Lono,Valon,2018,499
1FAHP2F36GG579810,Dhavy,Nalibu,2016,134
1HAS4AKC3GR708769,Vissen,Vilta,2015,207
1FAHP2F36GG247077,Vissen,Vilta,2016,24
2G1145S30G9263138,Dhavy,Danaro,2014,360
1FAHP2F36GG759022,Dhavy,Danaro,2017,182
1GKS2AKC3GR365754,Jonda,Milot,2015,140
1FAHP2F85GG155335,BMC,Mcadia,2016,241
1GKS2AKC3GR781004,Ward,Esca,2015,53
1FAHP2F85GG815979,Dhavy,Nuze,2018,6
2G1355S30G9382544,Lono,Lonolla,2017,361
1FAHP2F36GG685830,Dhavy,Robant,2015,175
2G1378S30G9320480,BMC,Nukon,2014,82
1FAHP1F85GG133832,Ward,Wocus,2014,464
1FAHP2F85GG654588,Jonda,Vivic,2018,41
1GKS2AKC3GR499074,BMC,Bonvoy,2015,45
1FAHP2F36GG471218,Jonda,Milot,2016,455
2G1145S30G9659427,Jonda,Milot,2017,151
1GKS2AKC3GR315731,Vissen,Vilmada,2015,4
1FAHP2F36GG496350,Vissen,Vube,2015,239
2G1145S30G9703336,Lono,Valon,2015,201
1FAHP1F85GG744391,Vissen,Nath,2017,261
1FAHP1F85GG813512,Ward,Dex,2017,452
2G1355S30G9335173,Lono,Lowlander,2017,423
2G1378S30G9220956,Jonda,Milot,2014,246
2G1145S30G9896626,Vissen,Vube,2018,459
1FAHP2F36GG125285,Jonda,Cord,2017,274
1GKS2AKC3GR894947,Lono,Laris,2015,14
1HAS4AKC3GR847424,Ward,Wedge,2014,410
1FAHP2F36GG237372,Rodge,Rarge,2015,420
1GKS2AKC3GR460948,Jonda,Cord,2017,339
1FAHP2F36GG564249,Lono,Lonolla,2014,35
1FAHP2F36GG881100,Jonda,Milot,2014,448
1HAS4AKC3GR216538,Dhavy,Nuze,2017,399
1FAHP1F85GG824403,Dhavy,Robant,2018,315
